"","Population.Code","Region.Country.Area","Year","Series","Value","Footnotes","Source"
"644",222,"El Salvador",2020,"Domestic general government health expenditure (% of total government expenditure)",17.8,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.;Last available data reported by the country using Government reports and national accounts data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"645",226,"Equatorial Guinea",2005,"Current health expenditure (% of GDP)",1.5,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"646",226,"Equatorial Guinea",2010,"Current health expenditure (% of GDP)",1.8,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"647",226,"Equatorial Guinea",2015,"Current health expenditure (% of GDP)",2.9,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"648",226,"Equatorial Guinea",2018,"Current health expenditure (% of GDP)",3.1,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"649",226,"Equatorial Guinea",2019,"Current health expenditure (% of GDP)",3,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"650",226,"Equatorial Guinea",2020,"Current health expenditure (% of GDP)",3.8,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"651",226,"Equatorial Guinea",2005,"Domestic general government health expenditure (% of total government expenditure)",1.5,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"652",226,"Equatorial Guinea",2010,"Domestic general government health expenditure (% of total government expenditure)",1.5,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"653",226,"Equatorial Guinea",2015,"Domestic general government health expenditure (% of total government expenditure)",1.3,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"654",226,"Equatorial Guinea",2018,"Domestic general government health expenditure (% of total government expenditure)",3.2,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"655",226,"Equatorial Guinea",2019,"Domestic general government health expenditure (% of total government expenditure)",3.8,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"656",226,"Equatorial Guinea",2020,"Domestic general government health expenditure (% of total government expenditure)",5.3,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"657",232,"Eritrea",2005,"Current health expenditure (% of GDP)",6.9,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"658",232,"Eritrea",2010,"Current health expenditure (% of GDP)",4.9,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"659",232,"Eritrea",2015,"Current health expenditure (% of GDP)",4.5,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"660",232,"Eritrea",2018,"Current health expenditure (% of GDP)",4.1,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"661",232,"Eritrea",2019,"Current health expenditure (% of GDP)",4.5,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"662",232,"Eritrea",2020,"Current health expenditure (% of GDP)",4.1,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"663",232,"Eritrea",2005,"Domestic general government health expenditure (% of total government expenditure)",1.1,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"664",232,"Eritrea",2010,"Domestic general government health expenditure (% of total government expenditure)",2.4,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"665",232,"Eritrea",2015,"Domestic general government health expenditure (% of total government expenditure)",2.4,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"666",232,"Eritrea",2018,"Domestic general government health expenditure (% of total government expenditure)",2.4,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"667",232,"Eritrea",2019,"Domestic general government health expenditure (% of total government expenditure)",2.4,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"668",232,"Eritrea",2020,"Domestic general government health expenditure (% of total government expenditure)",2.4,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
